reviewer,starRating,comment,createTime,updateTime,name,displayName,reviewer_name,review_id,reviewReply
{'displayName': 'Matheus Cordeiro'},FIVE,"(Translated by Google) I had a wonderful experience, impeccable service, everything was great!

(Original)
Tive uma experiência maravilhosa, atendimento impecável, tudo ótimo!",2023-07-25T00:05:52.357338Z,2023-07-25T00:05:52.357338Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSURKOThxLW5BRRAB,Matheus Cordeiro,Matheus Cordeiro,ChdDSUhNMG9nS0VJQ0FnSURKOThxLW5BRRAB,
{'displayName': 'Soraya Rossi'},FIVE,"(Translated by Google) Best camping in the region for sure!

(Original)
Melhor camping da região, com certeza!",2023-07-24T00:57:53.734931Z,2023-07-24T00:57:53.734931Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSURKaC0yZzRnRRAB,Soraya Rossi,Soraya Rossi,ChdDSUhNMG9nS0VJQ0FnSURKaC0yZzRnRRAB,
{'displayName': 'Adalgisa Rodrigues'},FOUR,,2023-07-23T22:53:19.504022Z,2023-07-23T22:53:19.504022Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSURKaDVxNDRBRRAB,Adalgisa Rodrigues,Adalgisa Rodrigues,ChdDSUhNMG9nS0VJQ0FnSURKaDVxNDRBRRAB,
{'displayName': 'Eliane Isabel'},FOUR,"(Translated by Google) We love the place very beautiful staff very polite and previous calls with guests I loved it I will be back for sure.

(Original)
Adoramos o lugar muito lindo pessoal dos atendimentos muito educados e anteriores com os hóspedes adorei voltarei com certeza .",2023-07-23T22:06:13.459073Z,2023-07-23T22:06:13.459073Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSURKaDR5aWhRRRAB,Eliane Isabel,Eliane Isabel,ChdDSUhNMG9nS0VJQ0FnSURKaDR5aWhRRRAB,
{'displayName': 'Ivanilda Dias de barros'},FIVE,"(Translated by Google) Excellent place to relax and have fun

(Original)
Lugar excelente para relaxar e se divertir",2022-11-17T23:33:35.255557Z,2022-11-17T23:33:35.255557Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSUMtXzUzSUxnEAE,Ivanilda Dias de barros,Ivanilda Dias de barros,ChZDSUhNMG9nS0VJQ0FnSUMtXzUzSUxnEAE,"{'comment': '🧡💚', 'updateTime': '2022-12-13T15:51:45.640613Z'}"
{'displayName': 'rogerio barrinha'},THREE,"(Translated by Google) I liked

(Original)
Gostei",2022-11-17T23:18:54.255432Z,2022-11-17T23:18:54.255432Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSUMtX19YNkR3EAE,rogerio barrinha,rogerio barrinha,ChZDSUhNMG9nS0VJQ0FnSUMtX19YNkR3EAE,"{'comment': '🧡💚', 'updateTime': '2022-12-13T15:51:53.316483Z'}"
{'displayName': 'Rodrigo Lopes'},FOUR,,2022-11-17T22:46:15.111682Z,2022-11-17T22:46:15.111682Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSUMtXzVtTXBBRRAB,Rodrigo Lopes,Rodrigo Lopes,ChdDSUhNMG9nS0VJQ0FnSUMtXzVtTXBBRRAB,"{'comment': '🧡💚', 'updateTime': '2022-12-13T15:52:02.316470Z'}"
{'displayName': 'nadir cristina silva'},FIVE,"(Translated by Google) wonderful place 🥰

(Original)
LUGAR maravilhoso 🥰",2021-02-20T04:49:43.022875Z,2022-11-16T22:56:32.052171Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSUR5b0lTX293RRAB,nadir cristina silva,nadir cristina silva,ChdDSUhNMG9nS0VJQ0FnSUR5b0lTX293RRAB,"{'comment': '🧡💚', 'updateTime': '2022-12-13T15:52:09.244116Z'}"
{'displayName': 'Tania Olivato'},FIVE,"(Translated by Google) Great

(Original)
Excelente",2022-11-16T18:52:23.131930Z,2022-11-16T18:52:23.131930Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSUMtejhXRDBRRRAB,Tania Olivato,Tania Olivato,ChdDSUhNMG9nS0VJQ0FnSUMtejhXRDBRRRAB,"{'comment': '🧡💚', 'updateTime': '2022-12-13T15:52:26.713321Z'}"
{'displayName': 'ERICKSON Vaz'},FIVE,,2022-11-16T15:32:01.558642Z,2022-11-16T15:32:01.558642Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSUMtajVPNk13EAE,ERICKSON Vaz,ERICKSON Vaz,ChZDSUhNMG9nS0VJQ0FnSUMtajVPNk13EAE,"{'comment': '🧡💚', 'updateTime': '2022-12-13T15:52:34.833208Z'}"
{'displayName': 'Natalia Carvalho'},FIVE,,2022-11-15T11:56:56.167685Z,2022-11-15T11:56:56.167685Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSUMtcDZmdmVREAE,Natalia Carvalho,Natalia Carvalho,ChZDSUhNMG9nS0VJQ0FnSUMtcDZmdmVREAE,"{'comment': '🧡💚', 'updateTime': '2022-12-13T15:52:42.937432Z'}"
{'displayName': 'Alberto Pessutti'},FIVE,"(Translated by Google) Very good, clean bathrooms, great pools, I recommend it

(Original)
Muito bom, banheiros limpos piscinas ótimas, recomendo",2022-11-09T19:07:06.585805Z,2022-11-09T19:07:06.585805Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSUMtdGVtQi1RRRAB,Alberto Pessutti,Alberto Pessutti,ChdDSUhNMG9nS0VJQ0FnSUMtdGVtQi1RRRAB,"{'comment': '🧡💚', 'updateTime': '2022-12-13T15:52:50.331178Z'}"
{'displayName': 'maria emilia junqueira valente'},FIVE,,2022-11-08T22:41:34.573853Z,2022-11-08T22:41:34.573853Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSUMtcGZxZWNBEAE,maria emilia junqueira valente,maria emilia junqueira valente,ChZDSUhNMG9nS0VJQ0FnSUMtcGZxZWNBEAE,"{'comment': '🧡💚', 'updateTime': '2022-12-13T15:52:58.718290Z'}"
{'displayName': 'Marco Antonio Lima'},FIVE,"(Translated by Google) Wonderful place, family atmosphere, employees are attentive.

(Original)
Lugar maravilhoso ambiente familiar, colaboradores são atenciosos.",2022-11-06T05:43:43.999672Z,2022-11-06T05:43:43.999672Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSUMtNGFiMjB3RRAB,Marco Antonio Lima,Marco Antonio Lima,ChdDSUhNMG9nS0VJQ0FnSUMtNGFiMjB3RRAB,"{'comment': '🧡💚', 'updateTime': '2022-11-06T11:14:07.017182Z'}"
{'displayName': 'Tais Melo'},FIVE,,2022-11-03T22:35:14.253941Z,2022-11-03T22:35:14.253941Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSUMtanV5a1pBEAE,Tais Melo,Tais Melo,ChZDSUhNMG9nS0VJQ0FnSUMtanV5a1pBEAE,"{'comment': '🧡💚', 'updateTime': '2022-11-06T11:13:53.352850Z'}"
{'displayName': 'Demetrius Panayotou'},FIVE,"(Translated by Google) Wonderful place
Service with excellence
Real congratulations
I went, came back and I'm already getting ready to go again

(Original)
Lugar maravilhoso
Atendimento com excelência
Parabéns de verdade
Fui, voltei e já estou me preparando para ir de novo",2022-11-03T16:49:07.905660Z,2022-11-03T16:49:07.905660Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSUMtdG9fa25nRRAB,Demetrius Panayotou,Demetrius Panayotou,ChdDSUhNMG9nS0VJQ0FnSUMtdG9fa25nRRAB,"{'comment': '🧡💚', 'updateTime': '2022-11-06T11:14:38.803275Z'}"
{'displayName': 'Fernando Figueiredo'},FOUR,"(Translated by Google) Lowered the level of coffee and lunch

(Original)
Baixou bem o nível do café e almoço",2022-11-03T10:45:27.440881Z,2022-11-03T10:45:27.440881Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSUMtMXZMREtnEAE,Fernando Figueiredo,Fernando Figueiredo,ChZDSUhNMG9nS0VJQ0FnSUMtMXZMREtnEAE,"{'comment': '(Translated by Google) Hello Fernando, I will pass this observation on to the administration, thank you 🧡💚\n\n(Original)\nOlá Fernando, vou passar essa observação para a administração, obrigado 🧡💚', 'updateTime': '2022-12-13T15:53:24.049085Z'}"
{'displayName': 'Dai Rubio'},FIVE,"(Translated by Google) We love it, top infrastructure...friendly staff...we will definitely be back..top guys

(Original)
Adoramos, infraestrutura top...funcionários simpáticos...com certeza voltaremos..galera top",2022-11-02T20:11:43.948948Z,2022-11-02T20:11:43.948948Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSUMtcHFPaldREAE,Dai Rubio,Dai Rubio,ChZDSUhNMG9nS0VJQ0FnSUMtcHFPaldREAE,"{'comment': '🧡💚', 'updateTime': '2022-11-06T11:15:19.671766Z'}"
{'displayName': 'Paulo Soares'},FIVE,"(Translated by Google) I liked the place very tasty I recommend it

(Original)
Gostei do lugar muito gostoso recomendo",2022-11-01T14:25:31.987377Z,2022-11-01T14:25:31.987377Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSUMtbXFLdXZnRRAB,Paulo Soares,Paulo Soares,ChdDSUhNMG9nS0VJQ0FnSUMtbXFLdXZnRRAB,"{'comment': '🧡💚', 'updateTime': '2022-11-06T11:15:29.963764Z'}"
{'displayName': 'Lucas ferreira Marocchio'},FIVE,,2022-11-01T00:09:47.544986Z,2022-11-01T00:09:47.544986Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSUMteXV6bTZ3RRAB,Lucas ferreira Marocchio,Lucas ferreira Marocchio,ChdDSUhNMG9nS0VJQ0FnSUMteXV6bTZ3RRAB,"{'comment': '🧡💚', 'updateTime': '2022-11-06T11:15:40.143745Z'}"
{'displayName': 'Roseneti Alves Ballestrim'},FIVE,"(Translated by Google) The camping is beautiful, very large, many pools all very clean, bathrooms are also clean, the restaurant, the food is delicious, I spent a wonderful day with my family, I intend to come back more often. , fruit , water for those who go with children like me, I found it very good.

(Original)
O camping é  lindo bem grande muitas piscinas todas bem limpa, banheiros também  limpos ,o restaurante a comida e uma delicia,passei um dia maravilhoso  com a minha família prentedo volta mais vezes.Um ponto muito importante  que eu achei e que vc pode levar sucos ,frutas ,água para quem vai com crianças  como eu fui achei muito bom.",2022-10-31T22:08:22.922857Z,2022-10-31T22:08:22.922857Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSUMtaXBlbXZ3RRAB,Roseneti Alves Ballestrim,Roseneti Alves Ballestrim,ChdDSUhNMG9nS0VJQ0FnSUMtaXBlbXZ3RRAB,"{'comment': '🧡💚', 'updateTime': '2022-11-06T11:16:01.809395Z'}"
{'displayName': 'sirLuis'},FIVE,"(Translated by Google) Great environment for those looking for a honeymoon to a trip with the family. The space is very large with plenty of green area. The chalet is cozy, good food, breakfast and lunch very complete. It was a great experience and I will definitely be back to enjoy it!

(Original)
Ambiente ótimo para quem procura de lua de mel até viagem com a família. O espaço é bem amplo com bastante área verde. O chalé é aconchegante, comida boa, café da manhã e almoço bem completo. Foi uma ótima experiência e com certeza voltarei mais vezes para aproveitar!",2022-10-29T15:47:36.562692Z,2022-10-29T15:47:36.562692Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSUMtM0ltRWtBRRAB,sirLuis,sirLuis,ChdDSUhNMG9nS0VJQ0FnSUMtM0ltRWtBRRAB,"{'comment': '🧡💚', 'updateTime': '2022-11-06T11:16:21.840965Z'}"
{'displayName': 'Ivete Alves Da Silva'},FOUR,"(Translated by Google) Good

(Original)
Bom",2022-10-28T20:34:56.619859Z,2022-10-28T20:36:05.214993Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSUMteksyTmZBEAE,Ivete Alves Da Silva,Ivete Alves Da Silva,ChZDSUhNMG9nS0VJQ0FnSUMteksyTmZBEAE,"{'comment': '🧡💚', 'updateTime': '2022-11-06T11:16:30.546466Z'}"
{'displayName': 'Milo Homens Alves'},FIVE,"(Translated by Google) Too much!

(Original)
De mais!",2022-10-28T18:11:23.675220Z,2022-10-28T18:11:23.675220Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSUMtek5TXzZRRRAB,Milo Homens Alves,Milo Homens Alves,ChdDSUhNMG9nS0VJQ0FnSUMtek5TXzZRRRAB,"{'comment': '🧡💚', 'updateTime': '2022-11-06T11:16:39.268231Z'}"
{'displayName': 'Adriana Souza'},FIVE,,2018-11-17T19:40:58.202148Z,2018-11-17T19:40:58.202148Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSUNJdnRybGZ3EAE,Adriana Souza,Adriana Souza,ChZDSUhNMG9nS0VJQ0FnSUNJdnRybGZ3EAE,
{'displayName': 'Gabrieli Bolcato'},FIVE,,2018-11-17T00:50:26.636988Z,2018-11-17T00:50:26.636988Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSUNJbnAyYjBBRRAB,Gabrieli Bolcato,Gabrieli Bolcato,ChdDSUhNMG9nS0VJQ0FnSUNJbnAyYjBBRRAB,
{'displayName': 'Rene Meier'},FIVE,There is a beautiful place into the nature with good pools and food,2018-11-17T00:35:54.360366Z,2018-11-17T00:35:54.360366Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSUNvMmFTclpREAE,Rene Meier,Rene Meier,ChZDSUhNMG9nS0VJQ0FnSUNvMmFTclpREAE,
{'displayName': 'Cleber Gerber Mangini'},FIVE,,2018-11-16T23:07:01.174991Z,2018-11-16T23:07:01.174991Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSUNJbnZtcUh3EAE,Cleber Gerber Mangini,Cleber Gerber Mangini,ChZDSUhNMG9nS0VJQ0FnSUNJbnZtcUh3EAE,
{'displayName': 'Rosa Ferrari'},FIVE,"(Translated by Google) I really enjoyed this place!!

(Original)
Apreciei demais este local!!",2018-11-16T21:20:03.059487Z,2018-11-16T21:20:03.059487Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSUNvNmQtRVl3EAE,Rosa Ferrari,Rosa Ferrari,ChZDSUhNMG9nS0VJQ0FnSUNvNmQtRVl3EAE,
{'displayName': 'Isabella Catto'},FIVE,,2018-11-16T21:12:33.298498Z,2018-11-16T21:12:33.298498Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSUNJbnQ3anZ3RRAB,Isabella Catto,Isabella Catto,ChdDSUhNMG9nS0VJQ0FnSUNJbnQ3anZ3RRAB,
{'displayName': 'Marilda Fatima da Silva'},FIVE,,2018-11-16T20:32:39.223279Z,2018-11-16T20:32:39.223279Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSUNJbnZia0pREAE,Marilda Fatima da Silva,Marilda Fatima da Silva,ChZDSUhNMG9nS0VJQ0FnSUNJbnZia0pREAE,
{'displayName': 'Giovanna Sanchez'},FIVE,,2018-11-15T20:19:37.060735Z,2018-11-15T20:19:37.060735Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSUNJcnRISHd3RRAB,Giovanna Sanchez,Giovanna Sanchez,ChdDSUhNMG9nS0VJQ0FnSUNJcnRISHd3RRAB,
{'displayName': 'Francisco Jacomo'},FIVE,"(Translated by Google) Excellent, Very good! I liked it very much

(Original)
Excelente,Muito bom!gostei muito",2018-11-14T11:33:52.586434Z,2018-11-14T11:34:55.339554Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSUNJOXRheWpnRRAB,Francisco Jacomo,Francisco Jacomo,ChdDSUhNMG9nS0VJQ0FnSUNJOXRheWpnRRAB,
{'displayName': 'Jhenyffer Silva'},FIVE,,2018-11-13T18:25:30.087524Z,2018-11-13T18:25:30.087524Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSUNJdHJ5cDdnRRAB,Jhenyffer Silva,Jhenyffer Silva,ChdDSUhNMG9nS0VJQ0FnSUNJdHJ5cDdnRRAB,
{'displayName': 'Eliana Jacinto'},FIVE,"(Translated by Google) Great all the staff from reception to cleaning, attentive, helpful. Wonderful place.

(Original)
Ótimo todos os funcionários da recepção a limpeza ,atenciosos, prestativos. Lugar maravilhoso.",2018-11-13T15:39:15.837087Z,2018-11-13T15:41:00.497253Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSUNJMXBfZ0tBEAE,Eliana Jacinto,Eliana Jacinto,ChZDSUhNMG9nS0VJQ0FnSUNJMXBfZ0tBEAE,
{'displayName': 'mauricio luiz'},FOUR,"(Translated by Google) Great place to sunbathe and swim by the pool.

(Original)
Local otimo pra tomar sol e banho de piscina.",2018-11-13T10:48:25.357256Z,2018-11-13T10:48:25.357256Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSUNJMXRhVFNBEAE,mauricio luiz,mauricio luiz,ChZDSUhNMG9nS0VJQ0FnSUNJMXRhVFNBEAE,
{'displayName': 'Kauã Ferrazini Lopes'},FIVE,,2018-11-12T20:05:44.320469Z,2018-11-12T20:05:44.320469Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSUNJbHZLSTV3RRAB,Kauã Ferrazini Lopes,Kauã Ferrazini Lopes,ChdDSUhNMG9nS0VJQ0FnSUNJbHZLSTV3RRAB,
{'displayName': 'sabrina berbis'},FOUR,"(Translated by Google) Day use - we spent the day at the campsite, the food is great, a beautiful and pleasant place, the pools are ok, but as it was cold we ended up not going in. Most of the games area was under maintenance and we ended up just playing pool. We walked the trail and visited the fishing spot.

(Original)
Day use - passamos o dia no Camping, a comida é ótima , lugar bonito e agradável, piscinas ok, mas como estava frio acabamos não entrando. A área dos jogos a maioria estava em manutenção e acabamos jogando apenas sinuca. Andamos na trilha e conhecemos o pesqueiro.",2018-11-12T19:04:49.286656Z,2018-11-12T19:04:49.286656Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSUNvaFpTOUd3EAE,sabrina berbis,sabrina berbis,ChZDSUhNMG9nS0VJQ0FnSUNvaFpTOUd3EAE,
{'displayName': 'Flor Capoeira'},FIVE,,2018-11-11T22:40:52.143757Z,2018-11-11T22:40:52.143757Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSUNJcHE2VnNnRRAB,Flor Capoeira,Flor Capoeira,ChdDSUhNMG9nS0VJQ0FnSUNJcHE2VnNnRRAB,
{'displayName': 'Carlo Rocha'},FIVE,,2018-11-11T21:54:10.786624Z,2018-11-11T21:54:10.786624Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSUNJcHVhNmRnEAE,Carlo Rocha,Carlo Rocha,ChZDSUhNMG9nS0VJQ0FnSUNJcHVhNmRnEAE,
{'displayName': 'Djalma Sena Jr'},FIVE,"(Translated by Google) Very good place.

(Original)
Muito bom o lugar.",2018-11-11T20:09:59.222255Z,2018-11-11T20:09:59.222255Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSUNvdVpxTGJnEAE,Djalma Sena Jr,Djalma Sena Jr,ChZDSUhNMG9nS0VJQ0FnSUNvdVpxTGJnEAE,
{'displayName': 'Camila Vendet'},FIVE,,2018-11-11T17:14:16.942450Z,2018-11-11T17:14:16.942450Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSUNJeHQtdFNBEAE,Camila Vendet,Camila Vendet,ChZDSUhNMG9nS0VJQ0FnSUNJeHQtdFNBEAE,
{'displayName': 'Daniele Souza'},FIVE,,2018-11-15T17:01:05.690154Z,2018-11-15T17:01:05.690154Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSUNJcnZ6NU5nEAE,Daniele Souza,Daniele Souza,ChZDSUhNMG9nS0VJQ0FnSUNJcnZ6NU5nEAE,
{'displayName': 'Daniele Souza'},FIVE,,2018-11-15T17:01:05.690154Z,2018-11-15T17:01:05.690154Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSUNJcnZ6NU5nEAE,Daniele Souza,Daniele Souza,ChZDSUhNMG9nS0VJQ0FnSUNJcnZ6NU5nEAE,
{'displayName': 'Daniele Souza'},FIVE,,2018-11-15T17:01:05.690154Z,2018-11-15T17:01:05.690154Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSUNJcnZ6NU5nEAE,Daniele Souza,Daniele Souza,ChZDSUhNMG9nS0VJQ0FnSUNJcnZ6NU5nEAE,
{'displayName': 'Daniele Souza'},FIVE,,2018-11-15T17:01:05.690154Z,2018-11-15T17:01:05.690154Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSUNJcnZ6NU5nEAE,Daniele Souza,Daniele Souza,ChZDSUhNMG9nS0VJQ0FnSUNJcnZ6NU5nEAE,
{'displayName': 'Giovana Kimura'},FIVE,,2018-11-11T11:59:05.592283Z,2018-11-11T11:59:05.592283Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSUNJeHNiNVVBEAE,Giovana Kimura,Giovana Kimura,ChZDSUhNMG9nS0VJQ0FnSUNJeHNiNVVBEAE,
{'displayName': 'Fabiana Silva'},FIVE,"(Translated by Google) Very good!!

(Original)
Muito boa!!",2021-10-08T18:03:12.817801Z,2021-10-08T18:03:12.817801Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSUQ2dmZhLUhnEAE,Fabiana Silva,Fabiana Silva,ChZDSUhNMG9nS0VJQ0FnSUQ2dmZhLUhnEAE,
{'displayName': 'Adagilzon Tavares'},FOUR,"(Translated by Google) Great place, but it could improve the price per person for camping, and lights, it's very dark in the camping area.

(Original)
otimo lugar, mas poderia melhorar no preço por pessoa do camping, e luzes, lá e mtooo escuro na area do camping.",2021-10-05T16:56:03.161573Z,2021-10-05T16:56:03.161573Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSUQ2eFlmQnpBRRAB,Adagilzon Tavares,Adagilzon Tavares,ChdDSUhNMG9nS0VJQ0FnSUQ2eFlmQnpBRRAB,
{'displayName': 'Ronaldo Silva'},FOUR,,2021-10-01T15:55:48.550297Z,2021-10-05T00:24:55.409042Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSUQ2d2FxdlJBEAE,Ronaldo Silva,Ronaldo Silva,ChZDSUhNMG9nS0VJQ0FnSUQ2d2FxdlJBEAE,
{'displayName': 'Ramon Chave'},FIVE,,2021-10-04T16:37:53.592869Z,2021-10-04T16:37:53.592869Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSUQ2MmRMTF93RRAB,Ramon Chave,Ramon Chave,ChdDSUhNMG9nS0VJQ0FnSUQ2MmRMTF93RRAB,
{'displayName': 'Andrielle Da Silva'},FIVE,"(Translated by Google) It was great 😃😃😃

(Original)
Foi ótimo 😃😃😃",2021-10-03T23:32:38.996533Z,2021-10-03T23:32:38.996533Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSUQ2cWNiN3JBRRAB,Andrielle Da Silva,Andrielle Da Silva,ChdDSUhNMG9nS0VJQ0FnSUQ2cWNiN3JBRRAB,
{'displayName': 'Marcelo Pianucci'},FIVE,,2021-10-03T21:02:43.001488Z,2021-10-03T21:02:43.001488Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSUQ2cWNqWnlBRRAB,Marcelo Pianucci,Marcelo Pianucci,ChdDSUhNMG9nS0VJQ0FnSUQ2cWNqWnlBRRAB,
{'displayName': 'Valquíria Leite'},FIVE,,2021-10-02T03:17:34.752596Z,2021-10-02T03:17:34.752596Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSUQ2NFpTY0J3EAE,Valquíria Leite,Valquíria Leite,ChZDSUhNMG9nS0VJQ0FnSUQ2NFpTY0J3EAE,
{'displayName': 'Fernando Machado'},FIVE,"(Translated by Google) Great camping. Community kitchen, restaurant with very simple food.

(Original)
Ótimo camping. Cozinha comunitária,  restaurante com comidas bem simples.",2021-10-02T00:42:41.973383Z,2021-10-02T00:42:41.973383Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSUQ2b2J2RG9RRRAB,Fernando Machado,Fernando Machado,ChdDSUhNMG9nS0VJQ0FnSUQ2b2J2RG9RRRAB,
{'displayName': 'Bianca Silvaa'},FIVE,,2021-09-29T23:30:35.436263Z,2021-09-29T23:30:35.436263Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSUQ2cnZ6b0FREAE,Bianca Silvaa,Bianca Silvaa,ChZDSUhNMG9nS0VJQ0FnSUQ2cnZ6b0FREAE,
"{'displayName': 'Bruna, o amor da sua vida'}",FIVE,"(Translated by Google) Wonderful, super cozy
Great to go with family, friends or just relax alone and enjoy nature.
Good price, good food with a certain variety and clean pools

(Original)
Maravilhoso, super aconchegante
Legal para ir com a família, amigos ou apenas relaxar sozinho e aproveitar a natureza.
Preço bom, comida boa e com uma certa variedade e piscinas limpinhas",2021-09-28T23:44:12.644272Z,2021-09-28T23:44:12.644272Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSUQ2MW8tWkZnEAE,"Bruna, o amor da sua vida","Bruna, o amor da sua vida",ChZDSUhNMG9nS0VJQ0FnSUQ2MW8tWkZnEAE,
{'displayName': 'Rodrigo Cheosia'},FIVE,"(Translated by Google) Great for spending the weekend

(Original)
Ótimo para passar final de senana",2021-09-28T00:23:09.959076Z,2021-09-28T00:23:09.959076Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSUQ2eHZTM1h3EAE,Rodrigo Cheosia,Rodrigo Cheosia,ChZDSUhNMG9nS0VJQ0FnSUQ2eHZTM1h3EAE,
{'displayName': 'julio Francisco'},THREE,"(Translated by Google) The place is good because I think it lacks accessibility for elderly people and wheelchair users

(Original)
O lugar e bom pois acho que falta acessibilidade para pessoas idosas  e cadeirantes",2021-09-27T12:47:54.867336Z,2021-09-27T12:47:54.867336Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSUQ2dXIyekNREAE,julio Francisco,julio Francisco,ChZDSUhNMG9nS0VJQ0FnSUQ2dXIyekNREAE,
